Timestamp,id,name,link,type,input_info,input_fmt,td_type,tdma,is-integrated,can-integrated,maturity,studies_maturity,dlc_step,studies_dlc_step,run_stand_alone,license_type,output_info,output_fmt,trigger,studies_trigger,programming_language,studies_citing_artifact,studies_tdma,studies_td_type,studies_is_integrated,studies_can_integrated,other_comments
9/28/2022 18:41:33,AF92,sqale,https://www.sonarplugins.com/sqale,plugin,source code,source code,"Architectural TD,Design TD,Code TD,Test TD,Defect TD","Priorization,Measurement",Yes,Yes,Industrial Applications,"S2,S6",Evolution/Maintenance,,No,Commercial,,"csv,xml,html",Human Trigger,,"Java,Python,C#",S6,,,,,sqale is a model to calculate technical debt
9/29/2022 14:32:47,AF93,squore,https://www.squoring.com/en/produits/squore-software-analytics/,tool,source code,source code,"Requirements TD,Design TD,Code TD,Test TD","Monitoring,Priorization,Measurement,Identification",No,Yes,Academic Studies,"S113,S150",Evolution/Maintenance,,Yes,Commercial,"code metrics,code violations,amount of td","pdf,html",Human Trigger,,"Java,Python,Javascript,C/C++,C#,+10","S106,S113,S132,S150",,,,,also understand as platform
9/29/2022 14:41:30,AF94,stan,https://stan4j.com/,plugin,source code,source code,"Architectural TD,Design TD,Code TD",Identification,No,No,Industrial Studies,S56,Evolution/Maintenance,,Yes,Free,,text,Human Trigger,,Java,"S1,S56",,,,,plugin for eclipse
9/29/2022 14:41:30,AF95,stan,https://stan4j.com/,tool,source code,source code,"Architectural TD,Design TD,Code TD",Identification,No,No,Industrial Studies,S56,Evolution/Maintenance,,Yes,Free,,text,Human Trigger,,Java,"S1,S56",,,,,
9/29/2022 14:50:26,AF96,structure101,https://structure101.com/,tool,source code,source code,"Architectural TD,Design TD,Code TD","Measurement,Identification",Yes,Yes,Industrial Studies,S56,Evolution/Maintenance,,Yes,Commercial,"code metrics,design smells,architecture smells",xml,Human Trigger,,"Java,C/C++,C#","S24,S28,S56,S135,S149",,,,,can be integrated with understand or other language parsers
9/29/2022 15:02:09,AF97,symfony insight,https://insight.symfony.com/,tool,source code,source code,Code TD,"Measurement,Identification",No,Yes,Academic Studies,S150,Evolution/Maintenance,,Yes,Commercial,code violations,database(sql),Both,,php,S150,,,,,integrated with github
9/29/2022 15:35:59,AF98,teamscale,https://www.cqse.eu/en/teamscale/,plugin,source code,source code,"Architectural TD,Design TD,Code TD,Test TD","Measurement,Identification",Yes,Yes,Industrial Studies,"S63,S119",Evolution/Maintenance,,Yes,Commercial,"code smells,design smells,code metrics,test coverage","json,text",Human Trigger,,"Java,Python,Javascript,C/C++,C#,+10","S63,S119,S135",,,,,plugins for several platforms
9/29/2022 15:35:59,AF99,teamscale,https://www.cqse.eu/en/teamscale/,tool,source code,source code,"Architectural TD,Design TD,Code TD,Test TD","Measurement,Identification",Yes,Yes,Industrial Studies,"S63,S119",Evolution/Maintenance,,Yes,Commercial,"code smells,design smells,code metrics,test coverage","json,text",Human Trigger,,"Java,Python,Javascript,C/C++,C#,+10","S63,S119,S135",,,,,provides api
9/29/2022 15:40:24,AF100,tkdsheep/TechnicalDebt,https://github.com/tkdsheep/TechnicalDebt,script,code comments,source code,satd,Identification,No,Yes,Examples,,Evolution/Maintenance,,No,Open Source,,csv,Human Trigger,,Not Specified,S46,,,,,
9/29/2022 15:43:16,AF101,todo,https://todo.jasonet.co/,bot,code comments,source code,satd,"Representation/Documentation,Identification",Yes,Yes,Examples,,Evolution/Maintenance,,No,Open Source,self-admitted td items,github issues,Automated Trigger,,Not Specified,S159,,,,,
9/29/2022 16:21:49,AF102,understand,www.scitools.com,tool,source code,source code,"Architectural TD,Design TD,Code TD","Measurement,Identification",Yes,Yes,Industrial Studies,S119,Evolution/Maintenance,,Yes,Commercial,"code smells,code metrics,architectural smells,design smells",text,Human Trigger,,Java,"S16,S30,S41,S54,S78,S83,S107,S116,S119,S155",,,,,
9/29/2022 16:31:02,AF103,visminertd,https://visminer.github.io,tool,source code,source code,"Architectural TD,Design TD,Code TD","Measurement,Identification",Yes,Yes,Examples,,Evolution/Maintenance,,Yes,Open Source,"code smells,technical debt amount",json,Human Trigger,,Java,"S81,S113",,,,,"provides api,also understand as platform"
9/29/2022 16:37:04,AF104,vizzmaintainance,http://www.arisa.se/products.php?lang=en,plugin,source code,source code,Code TD,Identification,Yes,Yes,Examples,,Evolution/Maintenance,,No,Free,"code metrics,code violations",text,Human Trigger,,Java,S115,,,,,plugin for eclipse
